features_active,mine_board_states,std_mine_board_states,their_board_states,std_their_board_states,blank_board_states,std_blank_board_states,average_moves_per_feature,std_average_moves_per_feature,avg_seq_lens,std_avg_seq_lens,row_name
242,0.0371900826446281,0.29222210261549,1.1115702479338845,0.489508115845336,4.421487603305785,11.315353473635604,14013.45867768595,2977.4158217429413,11.362809917355372,7.1231334482019495,L1E8
411,0.0389294403892944,0.3466107325048106,1.121654501216545,0.6039554835659446,4.328467153284672,11.20573551160195,14413.136253041364,2077.194544006223,12.270559610705597,9.264495943563023,L1E16
273,0.1941391941391941,0.4557754038122611,1.0915750915750917,1.0425219891403292,4.13919413919414,11.40540175066964,14170.996336996335,2441.599132944208,16.493772893772896,7.488613924654237,L3E8
330,0.2606060606060606,0.5656529581414546,1.0212121212121212,0.9420344122124574,4.666666666666667,12.09724904031633,14061.160606060606,2741.1416934001427,18.42242424242424,9.70096434765966,L3E16
158,0.3481012658227848,0.5146857857952398,0.8417721518987342,0.8307549707964222,5.6645569620253164,11.1438299665198,14106.10759493671,2298.143925232177,16.45759493670886,6.208133643019826,L5E8
311,0.5369774919614148,0.5651302636803942,0.7106109324758842,0.9071969902799973,8.308681672025724,13.242284237666219,13548.720257234727,3352.2066853482984,14.3459807073955,6.523588777152485,L5E16
